Addrcity,Addrfull,Amenity,Building,Capacitype,Name,Operatorty,Osm Id,School Level,Source,Geometry
Namugongo,,school,,,Namukooge Church Of Uganda Primary School,,3967544957,Primary,,Point
Namugongo,,school,,,Namukooge Preparatory Primary School,,3967544958,Primary,,Point
Namugongo,,school,,,Namukooge Revelation Primary School,,3967544959,Primary,,Point
Namugongo,,school,,,Saint Peter's Community Primary School Butege,,3967544982,Primary,,Point
Namugongo,,school,,,Saint Stevens Nursery And Primary School,,3968883262,Primary,,Point
Namugongo,,school,,,Zibondo Primary School,,3968883263,Primary,,Point
Namungalwe,,school,,,Namungalwe C/U Primary School,,4051228184,Primary,,Point
Namungalwe,,school,,,Ruqayyah Islamic Education Centre Nursery and Primary School,,4051228187,Primary,,Point
Namutumba,,school,,,Busoona Islamic Primary School,,3995843965,Primary,,Point
Namutumba,,school,,,Saint Mathias Secondary School,,3995843978,Secondary,,Point
Namutumba Town Council,,school,,,Bishop Wilis Core Primary School,,3997889071,Primary,,Point
Namutumba Town Council,,school,,,Modernity Primary School,,3996085576,Primary,,Point
Namutumba Town Council,,school,,,Tara Nursery and Primary School,,3996085588,Primary,,Point
Namutumba Town Council,,school,,,Wampa Nursery and Primary School,,3996085593,Primary,,Point
Namyingo Town Council,,school,,,City View Junior School Namayingo,,3998656328,Secondary,,Point
Nankoma,,school,,,Itakaibolu Primary School,,3995996376,Primary,,Point
Nansanga,,school,,,Bulumba Primary School,,3966464157,Primary,,Point
Nansanga,,school,,,Idudi Primary School,,3966464159,Primary,,Point
Nansanga,,school,,,Matra Primary School,,3966464167,Primary,,Point
Nansanga,,school,,,Nansanga Primary School,,3966464173,Primary,,Point
Nawaikoke,,school,,,Buluya Parents Primary school,,3967524064,Primary,,Point
Nawaikoke,,school,,,Bupeeni Primary School,,3968780679,Primary,,Point
Nawaikoke,,school,,,Buvulunguti Islamic Primary School,,3967524065,Primary,,Point
Nawaikoke,,school,,,Buvulunguti Secondary School,,3968780680,Secondary,,Point
Nawaikoke,,school,,,Buwangala Vocational Secondary School,,3968780681,Secondary,,Point
Nawaikoke,,school,,,Good Hope Nursery & Primary School,,3967524067,Primary,,Point
Nawaikoke,,school,,,Home Land Nursery and Primary School,,3968780682,Primary,,Point
Nawaikoke,,school,,,King of Kings Primary School,,3967524069,Primary,,Point
Nawaikoke,,school,,,Kisanga Tauhid Nursery and Primary,,3967524070,Primary,,Point
Nawaikoke,,school,,,Libya Nursery School,,3967524072,Kindergarten,,Point
Nawaikoke,,school,,,Mustard Seed Nursery and Primary School,,3968780685,Primary,,Point
Nawaikoke,,school,,,Nawaikoke Secondary School,,3967524077,Secondary,,Point
Nawaikoke,,school,,,Saint Mary's Nursery and Primary School,,3967524082,Primary,,Point
Nawaikoke,,school,,,Top Hill Nursery and Primary School,,3968780688,Primary,,Point
Nawanyingi,,school,,,Bukonko Primary School,,4052756498,Primary,,Point
Nawanyingi,,school,,,Bunyiiro Muslim Day/Boarding Mixed Secondary School,,4052756504,Secondary,,Point
Nawanyingi,,school,,,Crown Junior Academy Nursery & Primary School,,4052756512,Primary,,Point
Nawanyingi,,school,,,Hands Of Hope Nursery And Primary Mary School,,4052756522,Primary,,Point
Nawanyingi,,school,,,Kikandwa Primary School,,4052756539,Primary,,Point
Nawanyingi,,school,,,Mawagala Child Development Centre,,4052756551,Other,,Point
Nawanyingi,,school,,,Nawayingi C/U Primary School,,4052756568,Primary,,Point
Nazigo,,school,,,St. M. Kalemba Nazigo Secondary School,,7999462578,Secondary,,Point
Nsinze,,school,,,Bukonte Seed Secondary School,,3995843964,Secondary,,Point
Nsinze,,school,,,Saint Alpha El Bukonte Primary School,,3995843977,Primary,,Point
Nsinze,,school,,,Top Joy Nursery and Primary School,,3995843982,Primary,,Point
Nsinze,,school,,,Victory Nursery and Primary School,,3995843983,Primary,,Point
Osukuru,,school,,,Hill View Nursery and Primary School,,3995426866,Primary,,Point
Osukuru,,school,,,M'as Junior School,,3995426872,Secondary,,Point
Osukuru,,school,,,New Victory Nursery and Primary School,,3995426878,Primary,,Point
Osukuru,,school,,,True Vine Primary School,,3995426890,Primary,,Point
Pallisa,,school,,,Saint Daniel Secondary school,,3967897013,Secondary,,Point
Paya,,school,,,Faith Nursery and Primary School,,3990328890,Primary,,Point
Paya,,school,,,God's Will Junior Academy,,3990328892,Other,,Point
Petete,,school,,,Petete High Way Primary School,,3966680788,Primary,,Point
Petete,,school,,,Petete Township Nursery and Primary School,,3966680790,Primary,,Point
Petta,,school,,,Clevers Origin Primary School,,3990383050,Primary,,Point
Petta,,school,,,Machari Primary School,,3990383055,Primary,,Point
Puti-Puti,,school,,,Saint Nicholas Nursery and Primary School,,3968139964,Primary,,Point
Puti-puti,,school,,,Green Field Nursery and Primary School,,3968135049,Primary,,Point
Puti-puti,,school,,,Happy Nursery School,,3968135050,Kindergarten,,Point
Puti-puti,,school,,,Kamuge High School,,3968135053,Secondary,,Point
Puti-puti,,school,,,Odepai Primary School,,3968139959,Primary,,Point
Puti-puti,,school,,,Puti-puti Primary School,,3968139962,Primary,,Point
Puti-puti,,school,,,Trinity Grade Primary School,,3968139965,Primary,,Point
Rubongi,,school,,,Bridge International Academy,,3990466997,Other,,Point
Rubongi,,school,,,Green Side Junior School,,3990466999,Secondary,,Point
Rubongi,,school,,,Holy Cross Junior School,,3990467001,Secondary,,Point
Rubongi,,school,,,Rubongi Army Secondary School,,3990467017,Secondary,,Point
Simu,,school,,,Bugibologoto Primary School,,3959779038,Primary,,Point
Simu,,school,,,Simu Primary School,,3959779041,Primary,,Point
Sop-Sop,,school,,,Per- Per Primary School,,3990328900,Primary,,Point
Sop-Sop,,school,,,Saint Joseph Seed Secondary School Sop-Sop,,3990328903,Secondary,,Point
Temogo,,school,,,Apac Pride Nursery School,,4027630581,Kindergarten,,Point
Tororo,,school,,,Butalejja Educational Centre,,3995725733,Other,,Point
Tororo,,school,,,Grace of God Nursery and Primary School,,3990563761,Primary,,Point
Tororo,,school,,,Kidu Day and Boarding Primary School,,3990563765,Primary,,Point
Tororo,,school,,,Miguel Nursery and Primary School,,3990563775,Primary,,Point
Tororo,,school,,,Prime View Primary School,,3997792651,Primary,,Point
Tororo,,school,,,Saint James Boys Boarding Primary School,,3990467021,Primary,,Point
Tororo,,school,,,Saint James Comprehensive Secondary School Achilete,,3990467023,Secondary,,Point
Tororo,,school,,,Special Plan Primary School,,3997792655,Primary,,Point
Usuk Trading Centre West,,school,,,Usuk Boys Primary School,,4016881651,Primary,,Point
Waibuga,,school,,,Bahrain Muslim Primary School,,4050080846,Primary,,Point
Waibuga,,school,,,Bulanga Prime Academy Nursery and Primary School,,4050080853,Primary,,Point
Waibuga,,school,,,Crane Day and Boarding Primary School,,4050080859,Primary,,Point
Waibuga,,school,,,Emka Junior School,,4050080861,Secondary,,Point
Waibuga,,school,,,Fairway Annex Bulanga Primary and Nursery School,,4050080862,Primary,,Point
Waibuga,,school,,,Mawundo Primary school,,4050080870,Primary,,Point
Waibuga,,school,,,Valley Hill Primary School,,4050080878,Primary,,Point
Waibuga,,school,,,Valley View Secondary school,,4050080879,Secondary,,Point
Waibuga,,school,,,Walibo Primary School,,4050080885,Primary,,Point
Waibuga,,school,,,Walibo Seed Secondary School,,4050080886,Secondary,,Point
Wairasa,,school,,,Providence Nursery and Primary School,,4050776533,Primary,,Point
Western Division,,school,,,Child Evangelism & Counseling Nursery & Primary School,,3990269109,Primary,,Point
Western Division,,school,,,Comprehensive Secondary School,,3990269113,Secondary,,Point
Western Division,,school,,,Global High School,,3990466998,Secondary,,Point
Western Division,,school,,,Hilton Mixed Secondary School,,3986151812,Secondary,,Point
,,school,,,Adolfin Calpine Nursery and Primary School,,5357145824,Primary,HOT- Uganda,Point
,,school,,,Ajia Girls Secondary School,,5411695079,Secondary,HOT- Uganda,Point
,,school,,,Archbishop John Odama Nursery and Primary School,,5412565571,Primary,HOT- Uganda,Point
,,school,,,Arivu Mission Nursery School,,5410070386,Kindergarten,HOT- Uganda,Point
,,school,,,Arua Comprehensive Nursing School,,5357144606,Other,HOT- Uganda,Point
,,school,,,Ayayia Primary School,,5412401006,Primary,HOT- Uganda,Point
,,school,,,Bondo Army Primary School,,5357144564,Primary,HOT- Uganda,Point
,,school,,,Bright Future Nursery and Primary School,,5357144608,Primary,HOT- Uganda,Point
,,school,,,Bright Hill Junior Primary school,,5357144566,Primary,HOT- Uganda,Point
,,school,,,Bruno Memorial Nursery and Primary School,,5357144565,Primary,HOT- Uganda,Point
,,school,,,Dubai View Nursary And Primary School,,5411695080,Primary,HOT- Uganda,Point
,,school,,,Early Childhood Development Centre,,5357144597,Other,HOT- Uganda,Point
,,school,,,Ediofe Boys Primary School,,5357144572,Primary,HOT- Uganda,Point
,,school,,,Ediofe Girls Secondary School,,5357144569,Secondary,HOT- Uganda,Point
,,school,,,Ekarakafe Primary School,,5357145821,Primary,HOT- Uganda,Point
,,school,,,Etawua Primary School,,5357144591,Primary,HOT- Uganda,Point
,,school,,,Ewavini Community Nursery School,,5357144578,Kindergarten,HOT- Uganda,Point
,,school,,,Flamingo Vocational Training School,,5357144610,Vocational,HOT- Uganda,Point
,,school,,,Giligili Modern Nursery and Primary school,,5357144594,Primary,HOT- Uganda,Point
,,school,,,Golden Treasure Nursery and Primary school,,5357144620,Primary,HOT- Uganda,Point
,,school,,,Good Samaritan Vocational school,,5410070385,Vocational,HOT- Uganda,Point
,,school,,,Greenland Primary School,,5357144577,Primary,HOT- Uganda,Point
,,school,,,Happyday Primary School,,5357144585,Primary,HOT- Uganda,Point
,,school,,,Holy Trinity Nursery and Primary school,,5357144575,Primary,HOT- Uganda,Point
,,school,,,Homing Dove International Nursery And Primary School,,5357144596,Primary,HOT- Uganda,Point
,,school,,,Hope Kebiri Nursery School,,5357144590,Kindergarten,HOT- Uganda,Point
,,school,,,Ibnabas Primary School,,5357144562,Primary,HOT- Uganda,Point
,,school,,,Jaden Memorial Secondary School,,5357144583,Secondary,HOT- Uganda,Point
,,school,,,King Jesus Nursery school,,5357144581,Kindergarten,HOT- Uganda,Point
,,school,,,Kuluva Hospital Primary School,,5357144609,Primary,HOT- Uganda,Point
,,school,,,Mother Goose Nursery and Primary School,,5357144588,Primary,HOT- Uganda,Point
,,school,,,Mvara Junior School,,5357144593,Secondary,HOT- Uganda,Point
,,school,,,Nice High Secondary School,,5357144602,Secondary,HOT- Uganda,Point
,,school,,,Odrubu Parents Privatisation School,,5429730997,Other,HOT- Uganda,Point
,,school,,,Odujo Primary School,,5357144618,Primary,HOT- Uganda,Point
,,school,,,Ogoko Primary School,,5412401007,Primary,HOT- Uganda,Point
,,school,,,Okufura Secondary School,,5357144612,Secondary,HOT- Uganda,Point
,,school,,,Pearl Kindergarten and Primary School,,5357144571,Primary,HOT- Uganda,Point
,,school,,,Sacred Heart Nursery School,,5357145825,Kindergarten,HOT- Uganda,Point
,,school,,,St Francis Of ASIS,,5357144615,Other,HOT- Uganda,Point
,,school,,,St Kizito Nursery and Primary School,,5357144570,Primary,HOT- Uganda,Point
,,school,,,Star Nursery school,,5357144559,Kindergarten,HOT- Uganda,Point
,,school,,,Twaiba Nursery and Primary School,,5357144592,Primary,HOT- Uganda,Point
,,school,,,Victoria's Junior School,,5357144576,Secondary,HOT- Uganda,Point
,,school,,,Vura Community Nursery School,,5357144589,Kindergarten,HOT- Uganda,Point
,,school,,,Wani Roel Early Childhood Development Centre Nursery And Primary.,,5357144568,Primary,HOT- Uganda,Point
,,school,,,Winston Nursery and Primary School,,5357144598,Primary,HOT- Uganda,Point
Adraa,,school,,,Adraa Primary School,,3999144361,Primary,HOT- Uganda/www.ubos.org,Point
Matu,,school,,,Olivu Primary School,,5564478684,Primary,HOT- Uganda;www.ubos.org,Point
,,school,,,Acholi Primary School,,5578305222,Primary,HOT-Uganda,Point
,,school,,,Adibu Primary,,5588667298,Primary,HOT-Uganda,Point
,,school,,,Agonga Primary School,,5578305221,Primary,HOT-Uganda,Point
,,school,,,Akande Primary School,,5619672059,Primary,HOT-Uganda,Point
,,school,,,Akengeyo Primary School,,6759084067,Primary,HOT-Uganda,Point
,,school,,,Al-hira Nursery/primary School,,5578305227,Kindergarten,HOT-Uganda,Point
,,school,,,Alana Primary School,,5956832511,Primary,HOT-Uganda,Point
,,school,,,Alinga Primary School,,5578305239,Primary,HOT-Uganda,Point
,,school,,,Amaguru P/s,,5596056077,Other,HOT-Uganda,Point
,,school,,,Amazing Grace pre and primary School,,5310511023,Other,HOT-Uganda,Point
,,school,,,Ambia Primary School,,6006890646,Primary,HOT-Uganda,Point
,,school,,,Ammaus Global Outreach Primary School,,6292566956,Primary,HOT-Uganda,Point
,,school,,,Anisuar Nursery And Primary School,,5596056085,Primary,HOT-Uganda,Point
,,school,,,Apo Army Primary School,,5581927960,Primary,HOT-Uganda,Point
,,school,,,Apo Seed Secondary School,,5581927961,Secondary,HOT-Uganda,Point
,,school,,,Aribirimajo School,,5956832490,Other,HOT-Uganda,Point
,,school,,,Ariju Primary School,,5956832529,Primary,HOT-Uganda,Point
,,school,,,Aringa Primary School,,5578305226,Primary,HOT-Uganda,Point
,,school,,,Aringa Secondary School,,5588234989,Secondary,HOT-Uganda,Point
,,school,,,Ariwa 2 Primary School,,6006890645,Primary,HOT-Uganda,Point
,,school,,,Ayivu Primary School,,6006890642,Primary,HOT-Uganda,Point
,,school,,,Banika Primary School,,5578304320,Primary,HOT-Uganda,Point
,,school,,,Baptist Canaan Nursery & Primary School,,6292566960,Primary,HOT-Uganda,Point
,,school,,,Biizi Primary School,,3962173239,Primary,HOT-Uganda,Point
,,school,,,Bilijia Primary School,,5581927955,Primary,HOT-Uganda,Point
,,school,,,Birara Primary School,,4021434372,Primary,HOT-Uganda,Point
,,school,,,Birara Primary School,,8273657912,Primary,HOT-Uganda,Point
,,school,,,Blessed Redeemer Pre &Primary School,,8273678350,Primary,HOT-Uganda,Point
,,school,,,Bridge Christian Academy,,6292566955,Other,HOT-Uganda,Point
,,school,,,Bright Angle Primary School,,5588234991,Primary,HOT-Uganda,Point
,,school,,,Bright Future Nursery & Primary Community School Sangano,,6292566923,Primary,HOT-Uganda,Point
,,school,,,Bright Future Pre And Primary School,,6759084074,Primary,HOT-Uganda,Point
,,school,,,Bright Junior Nursery And Primary School,,5596056081,Primary,HOT-Uganda,Point
,,school,,,Bright Star Secondary School,,5588234998,Secondary,HOT-Uganda,Point
,,school,,,Bright international school,,6292566938,Other,HOT-Uganda,Point
,,school,,,Bufimbira Adventist Secondary School,,8273678334,Secondary,HOT-Uganda,Point
,,school,,,Bugeyo Community Primary School,,8345099633,Primary,HOT-Uganda,Point
,,school,,,Buhozi Primary School,,8345099623,Primary,HOT-Uganda,Point
,,school,,,Busaho Primary School,,8345099622,Primary,HOT-Uganda,Point
,,school,,,Busanani Primary School,,8345099636,Primary,HOT-Uganda,Point
,,school,,,Busengo Primary School,,3962064346,Primary,HOT-Uganda,Point
,,school,,,Bushekwe Primary School,,6759084075,Primary,HOT-Uganda,Point
,,school,,,Bushekwe Primary School,,8273049158,Primary,HOT-Uganda,Point
,,school,,,Bushunga Church School,,6759084080,Other,HOT-Uganda,Point
,,school,,,Butengo Nursery School,,4021434382,Kindergarten,HOT-Uganda,Point
,,school,,,Bwanjebe Nursery School,,8273678362,Kindergarten,HOT-Uganda,Point
,,school,,,Care Nursery And Primary School,,5596056086,Primary,HOT-Uganda,Point
,,school,,,Chahafi Primary School,,8273678346,Primary,HOT-Uganda,Point
,,school,,,Chanika A COU Primary School,,6759084054,Primary,HOT-Uganda,Point
,,school,,,Cheye Primary School,,5985590945,Primary,HOT-Uganda,Point
,,school,,,Christ The King Nursery And Primary School,,5596056076,Primary,HOT-Uganda,Point
,,school,,,Christian Life Pre Primary School,,8273678320,Primary,HOT-Uganda,Point
,,school,,,Coda Nursery And Primary School,,5985590948,Primary,HOT-Uganda,Point
,,school,,,Community Kindergarten Chuho,,8273678332,Kindergarten,HOT-Uganda,Point
,,school,,,Cyananke Rema Mission School,,8273678348,Other,HOT-Uganda,Point
,,school,,,Divine Mercy,,6292566952,Other,HOT-Uganda,Point
,,school,,,Dragranga Primary School,,5956832501,Primary,HOT-Uganda,Point
,,school,,,Eleke Primary School,,5581927962,Primary,HOT-Uganda,Point
,,school,,,English Nursery School,,6292566948,Kindergarten,HOT-Uganda,Point
,,school,,,FRC,,6292566929,Other,HOT-Uganda,Point
,,school,,,Fataha Primary School,,5578305224,Primary,HOT-Uganda,Point
,,school,,,Fauzu Islamic Primary School,,5564478701,Primary,HOT-Uganda,Point
,,school,,,Gambella Future Hope Nursery School,,6292566935,Kindergarten,HOT-Uganda,Point
,,school,,,Gasovu Primary School,,3962064337,Primary,HOT-Uganda,Point
,,school,,,Genesis Junior School,,6292566945,Secondary,HOT-Uganda,Point
,,school,,,Gikoro Primary School,,3962173252,Primary,HOT-Uganda,Point
,,school,,,Gisereri B Centenary Primary School,,8273678343,Primary,HOT-Uganda,Point
,,school,,,Gisorora Secondary School,,8273678319,Secondary,HOT-Uganda,Point
,,school,,,Global Dream Nursery And Primary School,,5581927946,Primary,HOT-Uganda,Point
